47	233	68	69	213	16592	40	0	0	556	14	947	15	2600	27	3243	28	2040	4
48	234	70	71	79	3468	11	0	0	119	4	199	6	1122	11	539	11	0	0
49	235	72	73	46	1938	6	0	0	29	1	89	3	612	6	306	6	0	0
50	239	74	75	86	8160	4	0	0	510	2	680	2	0	0	1530	3	2040	4
51	240	76	74	66	16088	10	0	0	255	1	170	1	0	0	510	1	850	2
52	313	77	78	120	7982	20	0	0	765	4	765	4	0	0	3060	6	2040	4
53	397	79	37	29	22765	8	0	0	0	0	0	0	0	0	0	0	0	0
54	398	80	36	30	0	0	0	0	255	1	170	1	0	0	1020	2	510	1
55	399	81	80	34	4896	8	0	0	0	0	0	0	0	0	0	0	0	0
56	400	80	79	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	401	82	79	35	6120	10	0	0	255	1	170	1	0	0	1020	2	1020	2
58	402	83	68	46	3512	2	0	0	0	0	29	1	102	1	51	1	0	0
59	403	84	82	85	33960	22	0	0	1190	6	1530	6	0	0	3626	10	3570	7
60	404	81	85	152	30716	26	0	0	1105	5	1020	5	0	0	4176	9	2550	5
61	405	68	76	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	406	82	50	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	407	50	81	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	408	86	87	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	411	88	89	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	412	88	76	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	413	90	83	120	3876	3	0	0	314	2	612	3	0	0	3264	7	1530	3
68	414	91	92	77	15108	11	0	0	255	1	510	2	0	0	2040	4	2040	4
69	415	91	86	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	416	57	87	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	417	89	93	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	418	94	95	81	14788	26	0	0	510	2	1020	4	0	0	3570	7	3060	6
73	419	94	92	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	420	96	54	94	1530	5	0	0	102	1	102	1	0	0	408	2	0	0
75	421	97	98	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	422	99	57	57	16320	8	0	0	425	2	510	2	0	0	1020	2	1020	2
77	423	95	98	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	424	97	96	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	425	100	84	141	14064	46	0	0	1020	4	1020	4	0	0	3570	7	3060	6
80	464	101	40	142	2346	7	0	0	59	2	89	3	714	7	357	7	0	0
81	486	93	12	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	487	99	12	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	488	100	54	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	489	102	103	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	497	104	34	194	0	0	0	0	0	0	0	0	0	0	1530	3	1020	2
86	498	26	105	103	1292	3	0	0	29	1	51	1	204	2	153	3	0	0
87	500	106	107	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	501	107	108	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	502	105	99	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	503	25	109	112	1122	3	0	0	29	1	182	4	510	5	102	2	0	0
91	504	110	25	146	1836	3	0	0	88	3	109	3	306	3	153	3	0	0
92	505	34	106	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	506	11	102	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	507	103	111	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	508	108	26	153	1530	5	0	0	89	3	89	3	510	5	255	5	0	0
96	509	104	33	190	8772	6	0	0	199	2	284	2	204	2	1122	4	1020	2
97	510	33	112	95	612	2	0	0	0	0	0	0	204	2	102	2	0	0
98	511	109	12	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	512	112	110	120	850	3	0	0	29	1	58	2	408	4	153	3	0	0
100	513	17	113	67	24790	10	0	0	170	1	102	1	0	0	510	1	510	1
101	514	113	114	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	515	23	115	8	6596	5	0	0	59	1	102	1	0	0	0	0	1020	2
103	516	114	116	37	306	1	0	0	29	1	0	0	102	1	51	1	0	0
104	517	117	20	57	3400	2	0	0	255	1	510	1	0	0	1020	2	2040	2
105	521	118	63	156	13872	20	3740	2	510	2	510	2	0	0	1020	2	1530	3
106	523	20	103	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	525	60	23	87	6208	2	0	0	0	0	0	0	0	0	204	1	0	0
108	526	119	120	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	527	120	60	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	528	63	119	35	14272	10	0	0	510	3	306	3	0	0	2550	5	1530	3
111	529	56	118	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	530	2	121	81	1224	4	0	0	0	0	0	0	408	4	204	4	0	0
113	531	116	122	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	532	122	2	102	6732	5	0	0	284	2	284	2	204	2	612	3	2040	2
115	533	123	56	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	534	115	17	105	12240	9	0	0	340	2	340	2	0	0	510	1	1530	3
117	535	121	124	92	4964	11	3400	1	88	3	169	5	714	7	357	7	0	0
118	568	74	125	76	14948	12	0	0	612	3	935	3	0	0	3060	6	6120	8
119	573	126	5	60	15521	5	850	1	510	1	510	1	0	0	510	1	1020	1
120	580	127	99	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	581	123	127	128	16828	10	0	0	680	3	612	3	0	0	1020	2	2550	5
122	582	103	123	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	583	128	123	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	585	21	111	62	6208	2	1870	1	697	4	2074	5	0	0	3570	5	6120	6
125	598	102	127	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	691	129	30	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	696	13	130	85	0	0	1700	1	0	0	0	0	0	0	0	0	0	0
128	713	104	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	770	131	31	142	13716	54	850	1	935	5	1955	8	0	0	8160	8	3570	7
130	771	31	132	147	0	0	0	0	680	3	680	3	0	0	4080	4	6120	6
131	773	133	31	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	775	134	135	70	714	2	0	0	0	0	0	0	204	2	80	2	0	0
133	776	136	134	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	777	89	137	236	25372	36	0	0	1436	12	1678	11	918	9	4437	21	4248	12
135	778	137	138	13	918	3	0	0	29	1	29	1	204	2	102	2	0	0
136	779	32	139	171	782	3	0	0	29	1	29	1	102	1	153	3	0	0
137	780	140	32	102	918	3	0	0	0	0	0	0	306	3	153	3	0	0
138	781	136	140	99	1462	5	0	0	29	1	29	1	510	5	233	5	0	0
139	782	138	135	85	3026	9	0	0	29	1	29	1	1020	10	459	9	0	0
140	789	141	44	140	24834	8	0	0	0	0	0	0	0	0	0	0	0	0
141	790	142	43	141	1564	5	0	0	89	3	119	4	510	5	182	4	0	0
142	791	44	143	103	23854	10	1246	1	1020	1	2040	2	0	0	0	0	3060	3
143	792	144	145	90	816	2	0	0	0	0	0	0	204	2	102	2	0	0
144	793	43	146	99	1224	4	0	0	59	2	89	3	408	4	204	4	0	0
145	794	143	147	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	795	146	147	101	646	2	0	0	59	2	59	2	204	2	102	2	0	0
147	796	141	145	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	797	98	101	86	17144	19	0	0	1190	3	1105	3	0	0	2040	4	5100	5
149	798	133	129	103	16112	22	0	0	595	3	765	3	0	0	2040	4	1530	3
150	799	141	133	226	28583	20	0	0	403	6	348	7	1020	10	1020	11	2040	2
151	800	101	148	104	3978	13	0	0	119	4	119	4	918	9	510	10	0	0
152	801	148	142	180	5984	18	0	0	238	8	238	8	1734	17	867	17	0	0
153	802	145	142	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	803	100	39	83	8976	11	0	0	0	0	0	0	0	0	0	0	0	0
155	804	39	46	150	8160	8	0	0	0	0	0	0	0	0	204	1	510	1
156	805	46	147	148	20722	20	935	1	58	2	58	2	204	2	153	3	0	0
157	806	42	149	115	1156	4	0	0	58	2	88	3	510	5	204	4	0	0
158	807	148	42	69	2788	9	0	0	119	4	119	4	918	9	459	9	0	0
159	808	150	151	73	2006	7	0	0	88	3	88	3	714	7	306	6	0	0
160	809	149	45	40	612	2	0	0	51	1	51	1	204	2	102	2	0	0
161	810	143	131	232	21872	26	0	0	816	5	1190	5	0	0	3366	15	7486	10
162	811	40	149	109	5644	12	0	0	148	5	224	5	1224	12	459	9	0	0
163	812	45	151	75	1156	4	0	0	140	4	140	4	408	4	204	4	0	0
164	813	151	146	74	1224	4	0	0	59	2	59	2	612	6	204	4	0	0
165	814	96	40	88	15708	14	0	0	425	2	816	5	0	0	1122	4	2040	4
166	815	152	52	100	4080	2	0	0	0	0	0	0	0	0	0	0	0	0
167	816	52	48	104	8160	4	0	0	170	1	510	2	0	0	510	1	1020	2
168	817	84	152	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	818	152	47	109	12240	6	0	0	510	3	680	3	0	0	1020	2	1530	3
170	819	153	152	105	11900	7	0	0	170	1	170	1	0	0	510	1	510	1
171	820	47	154	92	3400	2	0	0	272	2	442	3	0	0	714	2	1360	3
172	821	49	77	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	822	100	153	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	823	153	51	116	19380	11	850	1	357	2	425	2	0	0	1224	3	2040	4
175	824	51	49	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	825	77	124	115	8772	12	0	0	255	1	0	0	0	0	1020	2	510	1
177	826	0	155	162	17056	30	0	0	1020	4	765	3	0	0	2040	4	8160	8
178	827	0	49	100	17156	24	0	0	1360	6	1139	6	0	0	4059	10	2550	5
179	828	156	157	120	612	2	0	0	59	2	59	2	204	2	102	2	0	0
180	829	158	159	87	2788	9	0	0	110	3	199	6	918	9	459	9	0	0
181	830	156	158	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	831	2	156	91	2856	9	0	0	29	1	29	1	918	9	510	10	0	0
183	832	160	121	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	835	122	161	235	7494	29	0	0	297	10	386	13	2043	29	969	29	0	0
185	836	161	162	96	1768	6	0	0	89	3	119	4	612	6	306	6	0	0
186	837	159	160	181	7344	24	0	0	259	8	280	8	1950	24	1001	24	0	0
187	838	163	159	72	2244	7	0	0	29	1	29	1	714	7	357	7	0	0
188	839	161	163	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	840	155	116	123	16018	10	0	0	624	4	641	5	102	1	2091	5	1020	2
190	841	53	155	250	9996	29	0	0	378	12	378	12	1932	24	965	25	0	0
191	842	97	53	79	15606	10	0	0	357	2	272	2	102	1	1275	4	850	2
192	847	165	166	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	848	167	165	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	849	58	168	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	850	168	167	79	15880	9	0	0	170	1	255	1	0	0	1020	2	2040	2
196	851	94	167	197	10268	8	3740	1	340	2	204	2	102	1	1071	3	1530	3
197	852	167	63	191	24838	10	0	0	765	3	680	4	0	0	3060	6	3060	6
198	853	169	170	49	21628	46	0	0	1275	5	1105	5	0	0	4080	8	4250	9
199	854	168	169	115	14624	10	0	0	255	1	340	2	0	0	1020	2	2550	5
200	855	86	168	160	26052	11	0	0	680	4	714	4	0	0	2550	5	2550	5
201	856	127	55	75	21852	22	850	1	765	3	1275	4	0	0	3060	4	4080	6
202	857	55	169	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	858	95	59	78	612	2	0	0	29	1	59	2	204	2	102	2	0	0
204	859	166	22	8	612	2	0	0	29	1	29	1	204	2	102	2	0	0
205	860	24	165	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	861	59	24	140	18394	18	0	0	454	3	425	2	306	3	2193	7	3060	3
207	862	166	120	165	15896	29	0	0	935	5	1190	5	0	0	5100	6	6630	9
208	863	19	3	131	28485	35	0	0	1445	5	1785	6	0	0	3060	6	9690	13
209	864	3	8	129	20823	18	1898	2	340	2	1020	2	0	0	3060	6	4080	4
210	868	118	171	127	25680	36	0	0	1445	7	1700	8	0	0	3938	9	3910	6
211	869	172	29	142	4556	11	0	0	139	4	178	6	1326	13	510	10	0	0
212	870	29	173	108	3842	6	0	0	118	4	118	4	612	6	284	6	0	0
213	871	93	172	85	12648	7	0	0	539	3	1559	4	102	1	2091	5	4080	4
214	872	66	174	26	408	1	0	0	0	0	0	0	102	1	51	1	0	0
215	873	140	174	49	238	1	0	0	29	1	29	1	102	1	51	1	0	0
216	874	112	106	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	875	174	65	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	876	66	112	67	986	2	0	0	59	2	59	2	204	2	102	2	0	0
219	877	106	175	106	14996	25	1870	1	765	3	1785	7	0	0	4151	10	8160	8
220	878	95	176	85	0	0	3740	1	0	0	0	0	0	0	0	0	0	0
221	879	177	144	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	880	176	177	247	3672	11	0	0	59	2	119	4	1020	10	510	10	0	0
223	882	175	35	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	883	144	175	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	884	178	179	82	1326	4	0	0	29	1	59	2	408	4	204	4	0	0
226	885	28	178	77	1870	5	0	0	118	4	118	4	510	5	204	4	0	0
227	886	27	178	81	714	2	0	0	29	1	59	2	204	2	102	2	0	0
228	887	180	28	87	2414	4	0	0	80	2	80	2	306	3	153	3	0	0
229	888	181	91	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	889	87	182	85	2040	2	0	0	0	0	0	0	0	0	0	0	0	0
231	890	109	105	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	891	183	176	72	15776	10	0	0	484	4	824	5	204	2	4182	6	2040	4
233	892	183	94	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	893	92	184	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	894	182	181	44	1156	2	0	0	58	2	58	2	306	3	102	2	0	0
236	895	105	182	62	1224	3	0	0	0	0	0	0	204	2	51	1	0	0
237	896	172	109	93	2210	5	0	0	29	1	80	2	306	3	153	3	0	0
238	897	181	180	74	1020	3	0	0	29	1	29	1	306	3	153	3	0	0
239	898	183	184	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	899	184	180	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	900	110	108	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	901	179	177	63	306	1	0	0	0	0	29	1	102	1	51	1	0	0
243	902	108	179	93	238	1	0	0	29	1	29	1	102	1	51	1	0	0
244	903	107	144	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	904	67	173	29	408	1	0	0	51	1	51	1	102	1	51	1	0	0
246	905	185	135	70	2244	7	1870	1	29	1	29	1	714	7	357	7	0	0
247	906	186	187	88	3910	9	0	0	374	5	374	5	714	7	867	8	0	0
248	908	67	110	80	1156	4	0	0	0	0	0	0	408	4	204	4	0	0
249	910	135	173	73	918	3	0	0	29	1	29	1	306	3	153	3	0	0
250	911	187	185	102	2958	9	0	0	119	4	148	5	1020	10	535	9	0	0
251	912	70	72	69	2992	9	0	0	29	1	89	3	816	8	408	8	0	0
252	913	188	138	75	2414	8	0	0	0	0	0	0	816	8	408	8	0	0
253	914	72	188	38	1020	3	0	0	0	0	59	2	306	3	153	3	0	0
254	915	188	137	63	306	1	0	0	0	0	0	0	102	1	51	1	0	0
255	916	88	69	76	8942	20	0	0	118	4	119	4	714	7	357	7	0	0
256	917	69	70	71	2448	8	0	0	0	0	0	0	816	8	408	8	0	0
257	928	189	134	110	10200	5	0	0	510	1	510	1	0	0	510	1	2040	2
258	929	189	190	34	6800	4	0	0	255	1	170	1	0	0	1020	2	510	1
259	930	164	117	263	16720	19	3400	2	425	2	765	3	0	0	6120	6	3060	6
260	933	111	128	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	934	128	171	86	24244	14	0	0	340	2	1020	2	0	0	2040	4	4080	4
262	-1	157	158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	-2	162	163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	-3	62	5	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	-4	104	129	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	-5	164	89	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
END					
-----------------------------------------					
InputUsedToGenerateTheGraph:					
County:	Frederiksberg				
CenterNodeId:	478				
Radius:	1000				
HouseTypes:	Normal	Summer	Apartment		
NumberOfWasteFractions: 7					
IntervalsForWasteFraction:	general	2.3	3.5	7.0	
IntervalsForWasteFraction:	glass	7.0	14.0	21.0	28.0
IntervalsForWasteFraction:	metal	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	plastic	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	organic	28.0			
IntervalsForWasteFraction:	paper	7.0	14.0	56.0	
IntervalsForWasteFraction:	cardboard	7.0	14.0		
-----------------------------------------					


