43	513	3	49	67	24790	10	0	0	102	1	0	0	170	1	510	1
44	515	7	50	8	6596	5	0	0	102	1	0	0	59	1	0	0
45	525	28	7	87	6208	2	0	0	0	0	0	0	0	0	204	1
46	526	51	52	44	0	0	0	0	0	0	0	0	0	0	0	0
47	527	52	28	28	0	0	0	0	0	0	0	0	0	0	0	0
48	528	53	51	35	14272	10	0	0	306	3	0	0	510	3	2550	5
49	534	50	3	105	12240	9	0	0	340	2	0	0	340	2	510	1
50	789	54	20	140	24834	8	0	0	0	0	0	0	0	0	0	0
51	790	55	19	141	1564	5	510	5	119	4	0	0	89	3	182	4
52	792	46	56	90	816	2	204	2	0	0	0	0	0	0	102	2
53	796	54	56	7	0	0	0	0	0	0	0	0	0	0	0	0
54	797	38	42	86	17144	19	0	0	1105	3	0	0	1190	3	2040	4
55	800	42	57	104	3978	13	918	9	119	4	0	0	119	4	510	10
56	801	57	55	180	5984	18	1734	17	238	8	0	0	238	8	867	17
57	802	56	55	6	0	0	0	0	0	0	0	0	0	0	0	0
58	803	40	15	83	8976	11	0	0	0	0	0	0	0	0	0	0
59	804	15	22	150	8160	8	0	0	0	0	0	0	0	0	204	1
60	806	18	58	115	1156	4	510	5	88	3	0	0	58	2	204	4
61	807	57	18	69	2788	9	918	9	119	4	0	0	119	4	459	9
62	809	58	21	40	612	2	204	2	51	1	0	0	51	1	102	2
63	811	16	58	109	5644	12	1224	12	224	5	0	0	148	5	459	9
64	812	21	59	75	1156	4	408	4	140	4	0	0	140	4	204	4
65	814	36	16	88	15708	14	0	0	816	5	0	0	425	2	1122	4
66	817	41	60	81	0	0	0	0	0	0	0	0	0	0	0	0
67	819	61	60	105	11900	7	0	0	170	1	0	0	170	1	510	1
68	822	40	61	88	0	0	0	0	0	0	0	0	0	0	0	0
69	823	61	62	116	19380	11	0	0	425	2	850	1	357	2	1224	3
70	841	23	63	250	9996	29	1932	24	378	12	0	0	378	12	965	25
71	842	37	23	79	15606	10	102	1	272	2	0	0	357	2	1275	4
72	847	64	65	15	0	0	0	0	0	0	0	0	0	0	0	0
73	848	66	64	64	0	0	0	0	0	0	0	0	0	0	0	0
74	849	26	67	84	0	0	0	0	0	0	0	0	0	0	0	0
75	850	67	66	79	15880	9	0	0	255	1	0	0	170	1	1020	2
76	851	34	66	197	10268	8	102	1	204	2	3740	1	340	2	1071	3
77	852	66	53	191	24838	10	0	0	680	4	0	0	765	3	3060	6
78	853	68	69	49	21628	46	0	0	1105	5	0	0	1275	5	4080	8
79	854	67	68	115	14624	10	0	0	340	2	0	0	255	1	1020	2
80	855	30	67	160	26052	11	0	0	714	4	0	0	680	4	2550	5
81	858	35	27	78	612	2	204	2	59	2	0	0	29	1	102	2
82	859	65	6	8	612	2	204	2	29	1	0	0	29	1	102	2
83	860	8	64	14	0	0	0	0	0	0	0	0	0	0	0	0
84	861	27	8	140	18394	18	306	3	425	2	0	0	454	3	2193	7
85	862	65	52	165	15896	29	0	0	1190	5	0	0	935	5	5100	6
86	869	70	13	142	4556	11	1326	13	178	6	0	0	139	4	510	10
87	871	43	70	85	12648	7	102	1	1559	4	0	0	539	3	2091	5
88	878	35	71	85	0	0	0	0	0	0	3740	1	0	0	0	0
89	879	72	46	39	0	0	0	0	0	0	0	0	0	0	0	0
90	880	71	72	247	3672	11	1020	10	119	4	0	0	59	2	510	10
91	884	73	74	82	1326	4	408	4	59	2	0	0	29	1	204	4
92	885	12	73	77	1870	5	510	5	118	4	0	0	118	4	204	4
93	886	11	73	81	714	2	204	2	59	2	0	0	29	1	102	2
94	887	75	12	87	2414	4	306	3	80	2	0	0	80	2	153	3
95	888	76	32	85	0	0	0	0	0	0	0	0	0	0	0	0
96	889	31	77	85	2040	2	0	0	0	0	0	0	0	0	0	0
97	890	47	44	27	0	0	0	0	0	0	0	0	0	0	0	0
98	891	78	71	72	15776	10	204	2	824	5	0	0	484	4	4182	6
99	892	78	34	85	0	0	0	0	0	0	0	0	0	0	0	0
100	893	33	79	85	0	0	0	0	0	0	0	0	0	0	0	0
101	894	77	76	44	1156	2	306	3	58	2	0	0	58	2	102	2
102	895	44	77	62	1224	3	204	2	0	0	0	0	0	0	51	1
103	896	70	47	93	2210	5	306	3	80	2	0	0	29	1	153	3
104	897	76	75	74	1020	3	306	3	29	1	0	0	29	1	153	3
105	898	78	79	18	0	0	0	0	0	0	0	0	0	0	0	0
106	899	79	75	3	0	0	0	0	0	0	0	0	0	0	0	0
107	900	48	45	27	0	0	0	0	0	0	0	0	0	0	0	0
108	901	74	72	63	306	1	102	1	29	1	0	0	0	0	51	1
109	902	45	74	93	238	1	102	1	29	1	0	0	29	1	51	1
END					
-----------------------------------------					
InputUsedToGenerateTheGraph:					
County:	Frederiksberg				
CenterNodeId:	478				
Radius:	550				
HouseTypes:	Normal	Summer	Apartment		
NumberOfWasteFractions: 6					
IntervalsForWasteFraction:	general	2.3	3.5	7.0	
IntervalsForWasteFraction:	organic	28.0			
IntervalsForWasteFraction:	plastic	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	glass	7.0	14.0	21.0	28.0
IntervalsForWasteFraction:	metal	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	paper	7.0	14.0	56.0	
-----------------------------------------					


