71	842	37	23	79	15606	10	0	0	357	2	272	2	102	1	1275	4	850	2
72	847	64	65	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	848	66	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	849	26	67	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	850	67	66	79	15880	9	0	0	170	1	255	1	0	0	1020	2	2040	2
76	851	34	66	197	10268	8	3740	1	340	2	204	2	102	1	1071	3	1530	3
77	852	66	53	191	24838	10	0	0	765	3	680	4	0	0	3060	6	3060	6
78	853	68	69	49	21628	46	0	0	1275	5	1105	5	0	0	4080	8	4250	9
79	854	67	68	115	14624	10	0	0	255	1	340	2	0	0	1020	2	2550	5
80	855	30	67	160	26052	11	0	0	680	4	714	4	0	0	2550	5	2550	5
81	858	35	27	78	612	2	0	0	29	1	59	2	204	2	102	2	0	0
82	859	65	6	8	612	2	0	0	29	1	29	1	204	2	102	2	0	0
83	860	8	64	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	861	27	8	140	18394	18	0	0	454	3	425	2	306	3	2193	7	3060	3
85	862	65	52	165	15896	29	0	0	935	5	1190	5	0	0	5100	6	6630	9
86	869	70	13	142	4556	11	0	0	139	4	178	6	1326	13	510	10	0	0
87	871	43	70	85	12648	7	0	0	539	3	1559	4	102	1	2091	5	4080	4
88	878	35	71	85	0	0	3740	1	0	0	0	0	0	0	0	0	0	0
89	879	72	46	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	880	71	72	247	3672	11	0	0	59	2	119	4	1020	10	510	10	0	0
91	884	73	74	82	1326	4	0	0	29	1	59	2	408	4	204	4	0	0
92	885	12	73	77	1870	5	0	0	118	4	118	4	510	5	204	4	0	0
93	886	11	73	81	714	2	0	0	29	1	59	2	204	2	102	2	0	0
94	887	75	12	87	2414	4	0	0	80	2	80	2	306	3	153	3	0	0
95	888	76	32	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	889	31	77	85	2040	2	0	0	0	0	0	0	0	0	0	0	0	0
97	890	47	44	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	891	78	71	72	15776	10	0	0	484	4	824	5	204	2	4182	6	2040	4
99	892	78	34	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	893	33	79	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	894	77	76	44	1156	2	0	0	58	2	58	2	306	3	102	2	0	0
102	895	44	77	62	1224	3	0	0	0	0	0	0	204	2	51	1	0	0
103	896	70	47	93	2210	5	0	0	29	1	80	2	306	3	153	3	0	0
104	897	76	75	74	1020	3	0	0	29	1	29	1	306	3	153	3	0	0
105	898	78	79	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	899	79	75	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	900	48	45	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	901	74	72	63	306	1	0	0	0	0	29	1	102	1	51	1	0	0
109	902	45	74	93	238	1	0	0	29	1	29	1	102	1	51	1	0	0
END					
-----------------------------------------					
InputUsedToGenerateTheGraph:					
County:	Frederiksberg				
CenterNodeId:	478				
Radius:	550				
HouseTypes:	Normal	Summer	Apartment		
NumberOfWasteFractions: 7					
IntervalsForWasteFraction:	general	2.3	3.5	7.0	
IntervalsForWasteFraction:	glass	7.0	14.0	21.0	28.0
IntervalsForWasteFraction:	metal	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	plastic	7.0	14.0	28.0	56.0
IntervalsForWasteFraction:	organic	28.0			
IntervalsForWasteFraction:	paper	7.0	14.0	56.0	
IntervalsForWasteFraction:	cardboard	7.0	14.0		
-----------------------------------------					


